Address,Zone_Class
427 9TH AVE N,NTM-1
435 9TH AVE N,NTM-1
494 9TH AVE N,NTM-1
486 9TH AVE N,NTM-1
431 9TH AVE N,NTM-1
432 9TH AVE N,NTM-1
467 9TH AVE N,NTM-1
451 9TH AVE N,NTM-1
875 5TH ST N,NTM-1
471 9TH AVE N,NTM-1
532 BEACH DR NE,NTM-1
600 BEACH DR NE,NTM-1
640 BEACH DR NE,NTM-1
624 BEACH DR NE,NTM-1
1900 18TH AVE S,CCT-1
700 BEACH DR NE,NTM-1
740 BEACH DR NE,NTM-1
800 BEACH DR NE,NTM-1
840 BEACH DR NE,NTM-1
4200 5TH AVE N,NTM-1
4545 5TH AVE N,NTM-1
4301 5TH AVE N,NTM-1
4419 5TH AVE N,NTM-1
4320 5TH AVE N,NTM-1
4329 5TH AVE N,NTM-1
4727 5TH AVE N,NTM-1
4765 5TH AVE N,NTM-1
4445 5TH AVE N,NTM-1
4348 5TH AVE N,NTM-1
4245 5TH AVE N,NTM-1
4726 5TH AVE N,NTM-1
4401 5TH AVE N,NTM-1
4339 5TH AVE N,NTM-1
4616 5TH AVE N,NTM-1
4627 5TH AVE N,NTM-1
4258 5TH AVE N,NTM-1
4535 5TH AVE N,NTM-1
4444 5TH AVE N,NTM-1
4600 5TH AVE N,NTM-1
4598 5TH AVE N,NTM-1
4747 5TH AVE N,NTM-1
4334 5TH AVE N,NTM-1
4520 5TH AVE N,NTM-1
4351 5TH AVE N,NTM-1
4536 5TH AVE N,NTM-1
4577 5TH AVE N,NTM-1
4505 5TH AVE N,NTM-1
4841 5TH AVE N,NTM-1
4801 5TH AVE N,NTM-1
4226 5TH AVE N,NTM-1
4300 5TH AVE N,NTM-1
4219 5TH AVE N,NTM-1
4342 5TH AVE N,NTM-1
4539 5TH AVE N,NTM-1
4557 5TH AVE N,NTM-1
4227 5TH AVE N,NTM-1
4244 5TH AVE N,NTM-1
4641 5TH AVE N,NTM-1
4211 5TH AVE N,NTM-1
4554 5TH AVE N,NTM-1
4733 5TH AVE N,NTM-1
4657 5TH AVE N,NTM-1
4321 5TH AVE N,NTM-1
4525 5TH AVE N,NTM-1
4714 5TH AVE N,NTM-1
465 44TH ST N,NTM-1
4210 5TH AVE N,NTM-1
4646 5TH AVE N,NTM-1
4316 5TH AVE N,NTM-1
4234 5TH AVE N,NTM-1
4500 5TH AVE N,NTM-1
4415 5TH AVE N,NTM-1
4435 5TH AVE N,NTM-1
4251 5TH AVE N,NTM-1
4628 5TH AVE N,NTM-1
4235 5TH AVE N,NTM-1
4636 5TH AVE N,NTM-1
4250 5TH AVE N,NTM-1
4705 5TH AVE N,NTM-1
4865 5TH AVE N,NTM-1
4201 5TH AVE N,NTM-1
4815 5TH AVE N,NTM-1
4546 5TH AVE N,NTM-1
4311 5TH AVE N,NTM-1
4263 5TH AVE N,NTM-1
4021 9TH AVE N,NTM-1
4686 9TH AVE N,NTM-1
4217 9TH AVE N,NTM-1
3949 9TH AVE N,NTM-1
4514 9TH AVE N,NTM-1
3929 9TH AVE N,NTM-1
4413 9TH AVE N,NTM-1
825 46TH ST N,NTM-1
4666 9TH AVE N,NTM-1
4143 9TH AVE N,NTM-1
3913 9TH AVE N,NTM-1
4030 9TH AVE N,NTM-1
4310 9TH AVE N,NTM-1
4263 9TH AVE N,NTM-1
4745 9TH AVE N,NTM-1
3925 9TH AVE N,NTM-1
4220 9TH AVE N,NTM-1
4125 9TH AVE N,NTM-1
4153 9TH AVE N,NTM-1
4000 9TH AVE N,NTM-1
4535 9TH AVE N,NTM-1
4062 9TH AVE N,NTM-1
4601 9TH AVE N,NTM-1
4701 9TH AVE N,NTM-1
901 42ND ST N,NTM-1
4401 9TH AVE N,NTM-1
4595 9TH AVE N,NTM-1
4544 9TH AVE N,NTM-1
4158 9TH AVE N,NTM-1
4244 9TH AVE N,NTM-1
4621 9TH AVE N,NTM-1
4538 9TH AVE N,NTM-1
4640 9TH AVE N,NTM-1
4629 9TH AVE N,NTM-1
4225 9TH AVE N,NTM-1
4210 9TH AVE N,NTM-1
4332 9TH AVE N,NTM-1
4430 9TH AVE N,NTM-1
4045 9TH AVE N,NTM-1
4124 9TH AVE N,NTM-1
4256 9TH AVE N,NTM-1
4100 9TH AVE N,NTM-1
4550 9TH AVE N,NTM-1
4313 9TH AVE N,NTM-1
4010 9TH AVE N,NTM-1
4133 9TH AVE N,NTM-1
4337 9TH AVE N,NTM-1
4530 9TH AVE N,NTM-1
4520 9TH AVE N,NTM-1
3971 9TH AVE N,NTM-1
4101 9TH AVE N,NTM-1
4410 9TH AVE N,NTM-1
4152 9TH AVE N,NTM-1
4300 9TH AVE N,NTM-1
880 42ND ST N,NTM-1
4757 9TH AVE N,NTM-1
4235 9TH AVE N,NTM-1
4420 9TH AVE N,NTM-1
3953 9TH AVE N,NTM-1
900 40TH ST N,NTM-1
4755 9TH AVE N,NTM-1
4565 9TH AVE N,NTM-1
4255 9TH AVE N,NTM-1
4495 9TH AVE N,NTM-1
4139 9TH AVE N,NTM-1
3901 9TH AVE N,NTM-1
4340 9TH AVE N,NTM-1
4446 9TH AVE N,NTM-1
4232 9TH AVE N,NTM-1
4434 9TH AVE N,NTM-1
4620 9TH AVE N,NTM-1
4035 9TH AVE N,NTM-1
4560 9TH AVE N,NTM-1
4144 9TH AVE N,NTM-1
4016 9TH AVE N,NTM-1
4057 9TH AVE N,NTM-1
4268 9TH AVE N,NTM-1
4505 9TH AVE N,NTM-1
4327 9TH AVE N,NTM-1
4570 9TH AVE N,NTM-1
4563 9TH AVE N,NTM-1
4727 9TH AVE N,NTM-1
4115 9TH AVE N,NTM-1
4034 9TH AVE N,NTM-1
4400 9TH AVE N,NTM-1
4735 9TH AVE N,NTM-1
4423 9TH AVE N,NTM-1
4500 9TH AVE N,NTM-1
4639 9TH AVE N,NTM-1
4201 9TH AVE N,NTM-1
4503 9TH AVE N,NTM-1
4347 9TH AVE N,NTM-1
4655 9TH AVE N,NTM-1
4676 9TH AVE N,NTM-1
4545 9TH AVE N,NTM-1
4660 9TH AVE N,NTM-1
4650 9TH AVE N,NTM-1
4011 9TH AVE N,NTM-1
4073 9TH AVE N,NTM-1
4600 9TH AVE N,NTM-1
4585 9TH AVE N,NTM-1
3941 9TH AVE N,NTM-1
4040 9TH AVE N,NTM-1
4348 9TH AVE N,NTM-1
4136 9TH AVE N,NTM-1
4211 9TH AVE N,NTM-1
4630 9TH AVE N,NTM-1
4320 9TH AVE N,NTM-1
3620 9TH AVE N,NTM-1
3645 7TH AVE N,NTM-1
3636 9TH AVE N,NTM-1
601 37TH ST N,NTM-1
3626 9TH AVE N,NTM-1
3468 9TH AVE N,NTM-1
3526 9TH AVE N,NTM-1
3476 9TH AVE N,NTM-1
550 37TH ST N,NTM-1
3647 8TH AVE N,NTM-1
3494 9TH AVE N,NTM-1
3444 9TH AVE N,NTM-1
3520 9TH AVE N,NTM-1
3484 9TH AVE N,NTM-1
3546 9TH AVE N,NTM-1
3604 9TH AVE N,NTM-1
3536 9TH AVE N,NTM-1
3452 9TH AVE N,NTM-1
3646 9TH AVE N,NTM-1
3646 6TH AVE N,NTM-1
3646 7TH AVE N,NTM-1
3701 6TH AVE N,NTM-1
3460 9TH AVE N,NTM-1
3646 8TH AVE N,NTM-1
3508 9TH AVE N,NTM-1
3610 9TH AVE N,NTM-1
3500 9TH AVE N,NTM-1
4654 13TH AVE N,NTM-1
1200 49TH ST N,NTM-1
4950 13TH AVE N,NTM-1
4920 13TH AVE N,NTM-1
4801 13TH AVE N,NTM-1
5000 13TH AVE N,NTM-1
5120 13TH AVE N,NTM-1
5030 13TH AVE N,NTM-1
4405 13TH AVE N,NTM-1
4600 13TH AVE N,NTM-1
1225 52ND ST N,NTM-1
4319 13TH AVE N,NTM-1
1225 46TH ST N,NTM-1
4421 13TH AVE N,NTM-1
1232 45TH ST N,NTM-1
1331 49TH ST N,NTM-1
4576 13TH AVE N,NTM-1
4800 13TH AVE N,NTM-1
4749 13TH AVE N,NTM-1
4646 13TH AVE N,NTM-1
4347 13TH AVE N,NTM-1
4431 13TH AVE N,NTM-1
4721 13TH AVE N,NTM-1
5106 13TH AVE N,NTM-1
4301 13TH AVE N,NTM-1
4832 13TH AVE N,NTM-1
4566 13TH AVE N,NTM-1
4612 13TH AVE N,NTM-1
4720 13TH AVE N,NTM-1
4710 13TH AVE N,NTM-1
4701 13TH AVE N,NTM-1
1347 49TH ST N,NTM-1
1246 49TH ST N,NTM-1
4731 13TH AVE N,NTM-1
5128 13TH AVE N,NTM-1
1231 48TH ST N,NTM-1
4311 13TH AVE N,NTM-1
4465 13TH AVE N,NTM-1
4742 13TH AVE N,NTM-1
4327 13TH AVE N,NTM-1
5136 13TH AVE N,NTM-1
4540 13TH AVE N,NTM-1
4545 13TH AVE N,NTM-1
4558 13TH AVE N,NTM-1
1224 49TH ST N,NTM-1
4972 13TH AVE N,NTM-1
1300 45TH ST N,NTM-1
4994 13TH AVE N,NTM-1
4930 13TH AVE N,NTM-1
1230 47TH ST N,NTM-1
1212 49TH ST N,NTM-1
4825 13TH AVE N,NTM-1
4960 13TH AVE N,NTM-1
4595 13TH AVE N,NTM-1
4525 13TH AVE N,NTM-1
4840 13TH AVE N,NTM-1
4638 13TH AVE N,NTM-1
1301 48TH ST N,NTM-1
1339 49TH ST N,NTM-1
4575 13TH AVE N,NTM-1
4849 12TH AVE N,NTM-1
1301 49TH ST N,NTM-1
4535 13TH AVE N,NTM-1
4550 13TH AVE N,NTM-1
4415 13TH AVE N,NTM-1
4520 13TH AVE N,NTM-1
1229 49TH ST N,NTM-1
4837 13TH AVE N,NTM-1
1215 49TH ST N,NTM-1
4820 13TH AVE N,NTM-1
4728 13TH AVE N,NTM-1
4752 13TH AVE N,NTM-1
5020 13TH AVE N,NTM-1
4616 13TH AVE N,NTM-1
5040 13TH AVE N,NTM-1
4817 13TH AVE N,NTM-1
4565 13TH AVE N,NTM-1
1233 49TH ST N,NTM-1
4012 13TH AVE N,NTM-1
3901 13TH AVE N,NTM-1
4028 13TH AVE N,NTM-1
4052 13TH AVE N,NTM-1
4044 13TH AVE N,NTM-1
4128 13TH AVE N,NTM-1
3963 13TH AVE N,NTM-1
3819 13TH AVE N,NTM-1
3911 13TH AVE N,NTM-1
3929 13TH AVE N,NTM-1
3827 13TH AVE N,NTM-1
4036 13TH AVE N,NTM-1
3950 13TH AVE N,NTM-1
4112 13TH AVE N,NTM-1
4136 13TH AVE N,NTM-1
4100 13TH AVE N,NTM-1
3921 13TH AVE N,NTM-1
3863 13TH AVE N,NTM-1
3801 13TH AVE N,NTM-1
1250 40TH ST N,NTM-1
3918 13TH AVE N,NTM-1
3953 13TH AVE N,NTM-1
3934 13TH AVE N,NTM-1
4168 13TH AVE N,NTM-1
3843 13TH AVE N,NTM-1
4162 13TH AVE N,NTM-1
4020 13TH AVE N,NTM-1
3811 13TH AVE N,NTM-1
1250 39TH ST N,NTM-1
1235 41ST ST N,NTM-1
4120 13TH AVE N,NTM-1
3926 13TH AVE N,NTM-1
3853 13TH AVE N,NTM-1
3939 13TH AVE N,NTM-1
4144 13TH AVE N,NTM-1
3835 13TH AVE N,NTM-1
1279 40TH ST N,NTM-1
3701 13TH AVE N,NTM-1
4926 HAINES RD N,NTM-1
4934 HAINES RD N,NTM-1
4900 HAINES RD N,NTM-1
4918 HAINES RD N,NTM-1
4762 HAINES RD N,NTM-1
4826 HAINES RD N,NTM-1
4736 HAINES RD N,NTM-1
4700 HAINES RD N,NTM-1
4820 HAINES RD N,NTM-1
4750 HAINES RD N,NTM-1
4810 HAINES RD N,NTM-1
4834 HAINES RD N,NTM-1
4800 HAINES RD N,NTM-1
4756 HAINES RD N,NTM-1
4532 HAINES RD N,NTM-1
4418 HAINES RD N,NTM-1
4400 HAINES RD N,NTM-1
4528 HAINES RD N,NTM-1
4513 HAINES RD N,NTM-1
4540 HAINES RD N,NTM-1
4550 HAINES RD N,NTM-1
4458 HAINES RD N,NTM-1
4461 HAINES RD N,NTM-1
4560 HAINES RD N,NTM-1
4539 HAINES RD N,NTM-1
4453 HAINES RD N,NTM-1
4465 HAINES RD N,NTM-1
4519 HAINES RD N,NTM-1
4512 HAINES RD N,NTM-1
4520 HAINES RD N,NTM-1
4505 HAINES RD N,NTM-1
4527 HAINES RD N,NTM-1
4428 HAINES RD N,NTM-1
1810 46TH AVE N,NTM-1
4448 HAINES RD N,NTM-1
4570 HAINES RD N,NTM-1
4541 HAINES RD N,NTM-1
4500 HAINES RD N,NTM-1
4551 HAINES RD N,NTM-1
4430 HAINES RD N,NTM-1
4421 18TH ST N,NTM-1
3950 HAINES RD N,NTM-1
4051 HAINES RD N,NTM-1
4104 HAINES RD N,NTM-1
4010 HAINES RD N,NTM-1
4116 HAINES RD N,NTM-1
3943 HAINES RD N,NTM-1
3828 HAINES RD N,NTM-1
3900 HAINES RD N,NTM-1
3871 HAINES RD N,NTM-1
4108 HAINES RD N,NTM-1
3920 HAINES RD N,NTM-1
3953 HAINES RD N,NTM-1
3960 12TH ST N,NTM-1
3928 HAINES RD N,NTM-1
3923 HAINES RD N,NTM-1
4100 HAINES RD N,NTM-1
3910 HAINES RD N,NTM-1
3933 HAINES RD N,NTM-1
3850 HAINES RD N,NTM-1
3911 HAINES RD N,NTM-1
4034 HAINES RD N,NTM-1
3844 HAINES RD N,NTM-1
4000 HAINES RD N,NTM-1
1201 38TH AVE N,NTM-1
3901 HAINES RD N,NTM-1
3944 HAINES RD N,NTM-1
3931 HAINES RD N,NTM-1
4009 HAINES RD N,NTM-1
4111 HAINES RD N,NTM-1
4044 HAINES RD N,NTM-1
3880 HAINES RD N,NTM-1
4020 HAINES RD N,NTM-1
4030 HAINES RD N,NTM-1
4102 HAINES RD N,NTM-1
3936 HAINES RD N,NTM-1
3838 HAINES RD N,NTM-1
4043 HAINES RD N,NTM-1
4023 HAINES RD N,NTM-1
4035 HAINES RD N,NTM-1
1305 38TH AVE N,NTM-1
1225 38TH AVE N,NTM-1
1233 38TH AVE N,NTM-1
1323 38TH AVE N,NTM-1
1327 38TH AVE N,NTM-1
1315 38TH AVE N,NTM-1
1241 38TH AVE N,NTM-1
1337 38TH AVE N,NTM-1
1410 38TH AVE N,NTM-1
1416 38TH AVE N,NTM-1
1438 38TH AVE N,NTM-1
1518 38TH AVE N,NTM-1
1512 38TH AVE N,NTM-1
1500 38TH AVE N,NTM-1
1428 38TH AVE N,NTM-1
1400 38TH AVE N,NTM-1
3935 28TH ST N,NTM-1
3927 28TH ST N,NTM-1
3911 28TH ST N,NTM-1
3901 28TH ST N,NTM-1
3919 28TH ST N,NTM-1
3947 28TH ST N,NTM-1
3327 28TH ST N,NTM-1
2555 38TH AVE N,NTM-1
2579 38TH AVE N,NTM-1
2700 38TH AVE N,NTM-1
2635 38TH AVE N,NTM-1
2226 38TH AVE N,NTM-1
2326 38TH AVE N,NTM-1
2647 38TH AVE N,NTM-1
2548 38TH AVE N,NTM-1
2500 38TH AVE N,NTM-1
2400 38TH AVE N,NTM-1
2543 38TH AVE N,NTM-1
2242 38TH AVE N,NTM-1
2410 38TH AVE N,NTM-1
2619 38TH AVE N,NTM-1
2234 38TH AVE N,NTM-1
2532 38TH AVE N,NTM-1
2519 38TH AVE N,NTM-1
2300 38TH AVE N,NTM-1
2701 38TH AVE N,NTM-1
2496 38TH AVE N,NTM-1
2444 38TH AVE N,NTM-1
2419 38TH AVE N,NTM-1
2318 38TH AVE N,NTM-1
2627 38TH AVE N,NTM-1
2435 38TH AVE N,NTM-1
2593 38TH AVE N,NTM-1
2436 38TH AVE N,NTM-1
2558 38TH AVE N,NTM-1
3800 26TH ST N,NTM-1
2334 38TH AVE N,NTM-1
2509 38TH AVE N,NTM-1
2462 38TH AVE N,NTM-1
2566 38TH AVE N,NTM-1
2401 38TH AVE N,NTM-1
2454 38TH AVE N,NTM-1
2567 38TH AVE N,NTM-1
2485 38TH AVE N,NTM-1
2535 38TH AVE N,NTM-1
2411 38TH AVE N,NTM-1
2596 38TH AVE N,NTM-1
2527 38TH AVE N,NTM-1
2340 38TH AVE N,NTM-1
2580 38TH AVE N,NTM-1
2416 38TH AVE N,NTM-1
2610 38TH AVE N,NTM-1
2451 38TH AVE N,NTM-1
2559 38TH AVE N,NTM-1
2350 38TH AVE N,NTM-1
2490 38TH AVE N,NTM-1
2618 38TH AVE N,NTM-1
2499 38TH AVE N,NTM-1
2443 38TH AVE N,NTM-1
2590 38TH AVE N,NTM-1
2310 38TH AVE N,NTM-1
2470 38TH AVE N,NTM-1
2526 38TH AVE N,NTM-1
2427 38TH AVE N,NTM-1
2482 38TH AVE N,NTM-1
2467 38TH AVE N,NTM-1
2710 38TH AVE N,NTM-1
2630 38TH AVE N,NTM-1
2474 38TH AVE N,NTM-1
2475 38TH AVE N,NTM-1
1710 38TH AVE N,NTM-1
1918 38TH AVE N,NTM-1
2000 38TH AVE N,NTM-1
1830 38TH AVE N,NTM-1
2008 38TH AVE N,NTM-1
2015 38TH AVE N,NTM-1
3800 21ST ST N,NTM-1
2047 38TH AVE N,NTM-1
1652 38TH AVE N,NTM-1
1636 38TH AVE N,NTM-1
1910 38TH AVE N,NTM-1
3744 19TH ST N,NTM-1
1664 38TH AVE N,NTM-1
2029 38TH AVE N,NTM-1
1722 38TH AVE N,NTM-1
1751 38TH AVE N,NTM-1
1775 38TH AVE N,NTM-1
1700 38TH AVE N,NTM-1
1934 38TH AVE N,NTM-1
2016 38TH AVE N,NTM-1
1742 38TH AVE N,NTM-1
2037 38TH AVE N,NTM-1
2024 38TH AVE N,NTM-1
1734 38TH AVE N,NTM-1
1787 38TH AVE N,NTM-1
1644 38TH AVE N,NTM-1
2046 38TH AVE N,NTM-1
1730 38TH AVE N,NTM-1
2036 38TH AVE N,NTM-1
1769 38TH AVE N,NTM-1
1926 38TH AVE N,NTM-1
1800 38TH AVE N,NTM-1
1946 38TH AVE N,NTM-1
1764 38TH AVE N,NTM-1
1750 38TH AVE N,NTM-1
1741 38TH AVE N,NTM-1
3018 30TH AVE N,NTM-1
2928 30TH AVE N,NTM-1
2836 30TH AVE N,NTM-1
2844 30TH AVE N,NTM-1
2900 30TH AVE N,NTM-1
2946 30TH AVE N,NTM-1
2860 30TH AVE N,NTM-1
2876 30TH AVE N,NTM-1
2852 30TH AVE N,NTM-1
2868 30TH AVE N,NTM-1
3046 30TH AVE N,NTM-1
2948 30TH ST N,NTM-1
3028 30TH AVE N,NTM-1
2918 30TH AVE N,NTM-1
2832 28TH ST N,NTM-1
2820 28TH ST N,NTM-1
2800 29TH AVE N,NTM-1
2801 28TH AVE N,NTM-1
2525 30TH AVE N,NTM-1
3001 XENIA ST N,NTM-1
3012 YALE ST N,NTM-1
3010 XENIA ST N,NTM-1
2445 30TH AVE N,NTM-1
2301 30TH AVE N,NTM-1
2471 30TH AVE N,NTM-1
2321 30TH AVE N,NTM-1
3005 24TH ST N,NTM-1
2309 30TH AVE N,NTM-1
2501 30TH AVE N,NTM-1
2437 30TH AVE N,NTM-1
2451 30TH AVE N,NTM-1
2401 30TH AVE N,NTM-1
2461 30TH AVE N,NTM-1
2327 30TH AVE N,NTM-1
3610 28TH ST N,NTM-1
3026 38TH AVE N,NTM-1
2868 38TH AVE N,NTM-1
2934 38TH AVE N,NTM-1
2910 38TH AVE N,NTM-1
3401 28TH ST N,NTM-1
2832 38TH AVE N,NTM-1
2862 38TH AVE N,NTM-1
3010 38TH AVE N,NTM-1
2751 36TH AVE N,NTM-1
2844 38TH AVE N,NTM-1
3646 28TH ST N,NTM-1
2874 38TH AVE N,NTM-1
3709 28TH ST N,NTM-1
2936 38TH AVE N,NTM-1
3050 38TH AVE N,NTM-1
2838 38TH AVE N,NTM-1
2750 35TH AVE N,NTM-1
3600 28TH ST N,NTM-1
2918 38TH AVE N,NTM-1
2856 38TH AVE N,NTM-1
3620 28TH ST N,NTM-1
3036 38TH AVE N,NTM-1
2900 38TH AVE N,NTM-1
2750 37TH AVE N,NTM-1
3722 28TH ST N,NTM-1
2826 38TH AVE N,NTM-1
2940 38TH AVE N,NTM-1
2740 36TH AVE N,NTM-1
2850 38TH AVE N,NTM-1
2820 38TH AVE N,NTM-1
2755 35TH AVE N,NTM-1
2814 38TH AVE N,NTM-1
3534 28TH ST N,NTM-1
3446 28TH ST N,NTM-1
3518 28TH ST N,NTM-1
2800 36TH AVE N,NTM-1
3510 28TH ST N,NTM-1
3500 28TH ST N,NTM-1
3400 28TH ST N,NTM-1
3434 28TH ST N,NTM-1
3420 28TH ST N,NTM-1
3526 28TH ST N,NTM-1
3426 28TH ST N,NTM-1
2150 22ND AVE N,NTM-1
2179 22ND AVE N,NTM-1
2169 22ND AVE N,NTM-1
2141 22ND AVE N,NTM-1
2140 22ND AVE N,NTM-1
2151 22ND AVE N,NTM-1
2112 22ND AVE N,NTM-1
2170 22ND AVE N,NTM-1
2135 22ND AVE N,NTM-1
2159 22ND AVE N,NTM-1
2160 22ND AVE N,NTM-1
6711 38TH AVE N,CRS-1
6701 38TH AVE N,CRS-1
1927 30TH AVE N,NTM-1
2136 30TH AVE N,NTM-1
1808 30TH AVE N,NTM-1
1744 30TH AVE N,NTM-1
1700 30TH AVE N,NTM-1
2100 30TH AVE N,NTM-1
2046 30TH AVE N,NTM-1
2026 30TH AVE N,NTM-1
1660 30TH AVE N,NTM-1
1710 30TH AVE N,NTM-1
1644 30TH AVE N,NTM-1
1778 30TH AVE N,NTM-1
1934 30TH AVE N,NTM-1
1918 30TH AVE N,NTM-1
1919 30TH AVE N,NTM-1
1678 30TH AVE N,NTM-1
1935 30TH AVE N,NTM-1
1830 30TH AVE N,NTM-1
2058 30TH AVE N,NTM-1
1800 30TH AVE N,NTM-1
1734 30TH AVE N,NTM-1
2000 30TH AVE N,NTM-1
1804 30TH AVE N,NTM-1
1766 30TH AVE N,NTM-1
2981 21ST ST N,NTM-1
1750 30TH AVE N,NTM-1
2010 30TH AVE N,NTM-1
2020 30TH AVE N,NTM-1
1650 30TH AVE N,NTM-1
2126 30TH AVE N,NTM-1
1720 30TH AVE N,NTM-1
2015 30TH AVE N,NTM-1
2039 30TH AVE N,NTM-1
1666 30TH AVE N,NTM-1
2032 30TH AVE N,NTM-1
2110 30TH AVE N,NTM-1
1838 30TH AVE N,NTM-1
1900 30TH AVE N,NTM-1
2066 30TH AVE N,NTM-1
1860 30TH AVE N,NTM-1
2023 30TH AVE N,NTM-1
1758 30TH AVE N,NTM-1
1903 30TH AVE N,NTM-1
2117 30TH AVE N,NTM-1
2044 30TH AVE N,NTM-1
2115 30TH AVE N,NTM-1
2027 30TH AVE N,NTM-1
1730 30TH AVE N,NTM-1
1911 30TH AVE N,NTM-1
1520 30TH AVE N,NTM-1
1416 30TH AVE N,NTM-1
1452 30TH AVE N,NTM-1
1436 30TH AVE N,NTM-1
2975 15TH ST N,NTM-1
1440 30TH AVE N,NTM-1
1430 30TH AVE N,NTM-1
1510 30TH AVE N,NTM-1
1500 30TH AVE N,NTM-1
1466 30TH AVE N,NTM-1
1116 30TH AVE N,NTM-1
1121 30TH AVE N,NTM-1
1126 30TH AVE N,NTM-1
1000 30TH AVE N,NTM-1
924 30TH AVE N,NTM-1
1055 30TH AVE N,NTM-1
2951 11TH ST N,NTM-1
1010 30TH AVE N,NTM-1
1001 30TH AVE N,NTM-1
1045 30TH AVE N,NTM-1
1108 30TH AVE N,NTM-1
1226 30TH AVE N,NTM-1
1020 30TH AVE N,NTM-1
1021 30TH AVE N,NTM-1
1111 30TH AVE N,NTM-1
917 30TH AVE N,NTM-1
1100 30TH AVE N,NTM-1
2962 12TH ST N,NTM-1
2972 12TH ST N,NTM-1
2982 12TH ST N,NTM-1
1312 30TH AVE N,NTM-1
1332 30TH AVE N,NTM-1
2924 13TH ST N,NTM-1
1320 30TH AVE N,NTM-1
545 30TH AVE N,NTM-1
474 30TH AVE N,NTM-1
433 30TH AVE N,NTM-1
819 30TH AVE N,NTM-1
466 30TH AVE N,NTM-1
841 30TH AVE N,NTM-1
783 30TH AVE N,NTM-1
818 30TH AVE N,NTM-1
735 30TH AVE N,NTM-1
455 30TH AVE N,NTM-1
487 30TH AVE N,NTM-1
628 30TH AVE N,NTM-1
460 30TH AVE N,NTM-1
540 30TH AVE N,NTM-1
461 30TH AVE N,NTM-1
714 30TH AVE N,NTM-1
529 30TH AVE N,NTM-1
772 30TH AVE N,NTM-1
479 30TH AVE N,NTM-1
836 30TH AVE N,NTM-1
794 30TH AVE N,NTM-1
760 30TH AVE N,NTM-1
675 30TH AVE N,NTM-1
515 30TH AVE N,NTM-1
719 30TH AVE N,NTM-1
858 30TH AVE N,NTM-1
442 30TH AVE N,NTM-1
850 30TH AVE N,NTM-1
2931 5TH ST N,NTM-1
736 30TH AVE N,NTM-1
777 30TH AVE N,NTM-1
620 30TH AVE N,NTM-1
425 30TH AVE N,NTM-1
610 30TH AVE N,NTM-1
604 30TH AVE N,NTM-1
842 30TH AVE N,NTM-1
480 30TH AVE N,NTM-1
847 30TH AVE N,NTM-1
534 30TH AVE N,NTM-1
718 30TH AVE N,NTM-1
766 30TH AVE N,NTM-1
800 30TH AVE N,NTM-1
524 30TH AVE N,NTM-1
700 30TH AVE N,NTM-1
441 30TH AVE N,NTM-1
685 30TH AVE N,NTM-1
726 30TH AVE N,NTM-1
495 30TH AVE N,NTM-1
746 30TH AVE N,NTM-1
801 30TH AVE N,NTM-1
727 30TH AVE N,NTM-1
741 30TH AVE N,NTM-1
824 30TH AVE N,NTM-1
611 30TH AVE N,NTM-1
601 30TH AVE N,NTM-1
2626 16TH ST N,NTM-1
1605 27TH AVE N,NTM-1
1532 27TH AVE N,NTM-1
1601 26TH AVE N,NTM-1
2328 16TH ST N,NTM-1
2350 16TH ST N,NTM-1
2310 16TH ST N,NTM-1
2320 16TH ST N,NTM-1
1605 23RD AVE N,NTM-1
1811 22ND AVE N,NTM-1
1805 22ND AVE N,NTM-1
1751 22ND AVE N,NTM-1
1701 22ND AVE N,NTM-1
1742 22ND AVE N,NTM-1
1625 22ND AVE N,NTM-1
1854 22ND AVE N,NTM-1
1822 22ND AVE N,NTM-1
1650 22ND AVE N,NTM-1
2201 19TH ST N,NTM-1
1700 22ND AVE N,NTM-1
1635 22ND AVE N,NTM-1
1830 22ND AVE N,NTM-1
1734 22ND AVE N,NTM-1
1722 22ND AVE N,NTM-1
1727 22ND AVE N,NTM-1
1743 22ND AVE N,NTM-1
1829 22ND AVE N,NTM-1
1665 22ND AVE N,NTM-1
1688 22ND AVE N,NTM-1
1621 22ND AVE N,NTM-1
1900 22ND AVE N,NTM-1
1675 22ND AVE N,NTM-1
1651 22ND AVE N,NTM-1
1810 22ND AVE N,NTM-1
1636 22ND AVE N,NTM-1
1643 22ND AVE N,NTM-1
1670 22ND AVE N,NTM-1
1680 22ND AVE N,NTM-1
1687 22ND AVE N,NTM-1
1752 22ND AVE N,NTM-1
1821 22ND AVE N,NTM-1
1676 22ND AVE N,NTM-1
1626 22ND AVE N,NTM-1
1716 22ND AVE N,NTM-1
1712 22ND AVE N,NTM-1
1661 22ND AVE N,NTM-1
1840 22ND AVE N,NTM-1
1100 22ND AVE N,NTM-1
1126 22ND AVE N,NTM-1
1044 22ND AVE N,NTM-1
2137 11TH ST N,NTM-1
1057 22ND AVE N,NTM-1
1055 22ND AVE N,NTM-1
1074 22ND AVE N,NTM-1
1140 22ND AVE N,NTM-1
1013 22ND AVE N,NTM-1
1113 22ND AVE N,NTM-1
1136 22ND AVE N,NTM-1
1060 22ND AVE N,NTM-1
2120 10TH ST N,NTM-1
1101 22ND AVE N,NTM-1
1080 22ND AVE N,NTM-1
1008 22ND AVE N,NTM-1
1073 22ND AVE N,NTM-1
